WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
123,Anamur,TR,36.0751,32.8369,49.77,80,26,3.96,scattered clouds
124,Banda Aceh,ID,5.5577,95.3222,80.13,80,97,3.27,overcast clouds
125,Sitka,US,57.0531,-135.33,39.09,87,100,3.44,light rain
126,Garden City,US,42.3256,-83.331,17.89,70,100,14.97,overcast clouds
127,Yulara,AU,-25.2406,130.9889,87.31,32,57,3.96,broken clouds
128,Ribeira Grande,PT,38.5167,-28.7,55.78,79,46,8.01,scattered clouds
129,Cocentaina,ES,38.7398,-0.4398,42.12,57,0,8.39,clear sky
130,Shimoda,JP,34.6667,138.95,44.96,63,100,5.32,overcast clouds
131,Indramayu,ID,-6.3264,108.32,83.34,73,100,12.12,overcast clouds
132,Virginia Beach,US,36.8529,-75.978,51.04,96,100,0.0,fog
133,Provideniya,RU,64.3833,-173.3,28.51,93,100,8.99,snow
134,Vostok,RU,46.4856,135.8833,3.4,82,100,6.13,overcast clouds
135,Isangel,VU,-19.55,169.2667,89.71,66,75,2.3,broken clouds
136,Karratha,AU,-20.7377,116.8463,95.36,39,34,3.15,scattered clouds
137,Nome,US,64.5011,-165.4064,30.27,100,100,4.61,light snow
138,Ancud,CL,-41.8697,-73.8203,50.92,70,0,7.18,clear sky
139,Yellowknife,CA,62.456,-114.3525,-26.45,68,75,8.05,broken clouds
140,Ketchikan,US,55.3422,-131.6461,35.58,93,100,9.22,light snow
141,Inverell,AU,-29.7833,151.1167,73.11,97,100,3.0,light rain
142,Port Augusta,AU,-32.5,137.7667,80.94,37,0,13.69,clear sky
143,Ilulissat,GL,69.2167,-51.1,15.82,57,100,9.22,overcast clouds
144,Souillac,MU,-20.5167,57.5167,75.58,88,75,3.44,broken clouds
145,Thompson,CA,55.7435,-97.8558,-16.44,76,20,8.05,few clouds
146,Bima,ID,-8.4667,118.7167,86.85,70,86,2.55,overcast clouds
147,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,82,99,9.04,overcast clouds
148,San Patricio,US,28.017,-97.5169,42.64,82,100,14.76,overcast clouds
149,Gimli,CA,50.6336,-96.9907,-7.58,71,14,8.05,few clouds
150,Anapskaya,RU,44.89,37.38,34.03,100,100,6.71,fog
151,At-Bashi,KG,41.1702,75.8106,11.93,84,100,0.76,overcast clouds
152,Akonolinga,CM,3.7667,12.25,66.87,95,85,2.44,overcast clouds
153,Kahului,US,20.8947,-156.47,74.84,86,75,4.61,light rain
154,Ponca City,US,36.707,-97.0856,21.94,56,100,12.66,overcast clouds
155,Dikson,RU,73.5069,80.5464,-10.53,89,100,4.79,overcast clouds
156,Hualmay,PE,-11.0964,-77.6139,71.76,82,100,6.82,overcast clouds
157,Kruisfontein,ZA,-34.0033,24.7314,63.88,91,100,9.64,light rain
158,Porosozero,RU,62.7191,32.727,30.24,97,100,8.72,light snow
159,Nishihara,JP,26.1842,127.7558,64.06,48,0,6.91,clear sky
160,Smidovich,RU,48.6,133.8167,-5.42,88,5,7.18,clear sky
161,Lufilufi,WS,-13.8745,-171.5986,85.78,75,100,11.27,light rain
162,Margate,GB,51.3813,1.3862,39.87,82,17,3.0,few clouds
163,Cherskiy,RU,68.75,161.3,22.37,84,100,4.9,overcast clouds
164,Kathmandu,NP,27.7167,85.3167,53.82,76,40,0.0,mist
165,Tuatapere,NZ,-46.1333,167.6833,70.09,70,87,6.51,overcast clouds
166,Faanui,PF,-16.4833,-151.75,81.54,74,10,11.86,light rain
167,Sisimiut,GL,66.9395,-53.6735,8.38,88,100,8.37,light snow
168,Klaksvik,FO,62.2266,-6.589,41.92,72,53,23.0,broken clouds
169,Najran,SA,17.4924,44.1277,52.45,49,58,1.14,broken clouds
170,Creaca,RO,47.2,23.25,32.68,87,100,10.71,overcast clouds
171,Novyye Gorki,RU,56.7253,41.0601,26.28,91,100,13.06,overcast clouds
172,Oyek,RU,52.5861,104.4556,10.78,90,81,8.61,broken clouds
173,Benguela,AO,-12.5763,13.4055,76.21,84,100,2.1,overcast clouds
174,Cidreira,BR,-30.1811,-50.2056,74.61,90,4,12.97,clear sky
175,Lagoa,PT,39.05,-27.9833,57.34,72,100,13.29,light rain
176,Kaitangata,NZ,-46.2817,169.8464,69.39,71,7,12.86,clear sky
177,Hinton,CA,53.4001,-117.5857,18.91,92,100,5.95,light snow
178,Pathein,MM,16.7833,94.7333,86.63,44,78,5.77,broken clouds
179,Puerto Colombia,CO,10.9878,-74.9547,77.09,71,24,27.0,few clouds
180,Ponta Do Sol,PT,32.6667,-17.1,59.63,71,43,7.14,scattered clouds
181,Poum,NC,-20.2333,164.0167,79.0,71,6,1.12,clear sky
182,Leningradskiy,RU,69.3833,178.4167,12.54,95,100,12.03,snow
183,Misratah,LY,32.3754,15.0925,53.04,78,23,14.79,light rain
184,Dubbo,AU,-32.25,148.6167,84.33,58,75,5.75,broken clouds
185,Biak,ID,-0.9131,122.8766,83.05,69,100,2.44,overcast clouds
186,Khandyga,RU,62.6667,135.6,-33.21,92,100,0.89,overcast clouds
187,Baglan,AF,36.1307,68.7083,43.77,58,81,3.67,broken clouds
188,Hammerfest,NO,70.6634,23.6821,32.45,93,100,10.36,shower snow
189,East London,ZA,-33.0153,27.9116,67.14,94,100,9.22,moderate rain
190,Burnie,AU,-41.0667,145.9167,75.94,42,3,15.48,clear sky
191,Haines Junction,CA,60.7522,-137.5108,18.91,98,100,0.85,overcast clouds
192,Tasiilaq,GL,65.6145,-37.6368,14.16,93,100,0.34,overcast clouds
193,Ust-Tsilma,RU,65.441,52.1498,14.49,92,100,11.81,overcast clouds
194,Lilongwe,MW,-13.9669,33.7873,65.08,97,100,3.29,light rain
195,Hambantota,LK,6.1241,81.1185,79.14,100,75,2.3,broken clouds
196,Bingol,TR,38.8847,40.4939,30.42,98,100,1.83,overcast clouds
197,Hirara,JP,24.8,125.2833,68.27,56,20,11.5,few clouds
198,Rafaela,AR,-31.2503,-61.4867,78.01,61,0,5.19,clear sky
199,Malindi,KE,-3.2175,40.1191,76.64,81,99,5.28,overcast clouds
200,Clyde River,CA,70.4692,-68.5914,-16.37,76,100,3.44,light snow
201,Duvan,RU,55.695,57.9024,18.59,87,100,13.6,overcast clouds
202,Hasaki,JP,35.7333,140.8333,48.29,40,98,8.97,overcast clouds
203,Ileza,RU,61.0533,43.9002,25.59,94,100,12.48,light snow
204,Oriximina,BR,-1.7656,-55.8661,74.08,94,100,1.52,overcast clouds
205,Siyabuswa,ZA,-25.1132,29.0445,67.14,83,100,2.35,light rain
206,Mukhtolovo,RU,55.4644,43.1953,21.58,91,100,13.22,overcast clouds
207,Garowe,SO,8.4054,48.4845,62.19,78,5,9.33,clear sky
208,Jawhar,SO,2.7809,45.5005,71.83,78,4,13.27,clear sky
209,Dudinka,RU,69.4058,86.1778,2.62,94,100,18.48,light snow
210,Hof,DE,50.3167,11.9167,35.74,84,75,15.01,broken clouds
211,Wanning,CN,18.8003,110.3967,69.03,78,100,5.21,overcast clouds
212,Mar Del Plata,AR,-38.0023,-57.5575,73.09,95,20,8.99,few clouds
213,Severo-Kurilsk,RU,50.6789,156.125,25.18,55,96,20.67,overcast clouds
214,Adrar,MR,20.5022,-10.0711,57.72,32,70,8.25,broken clouds
215,Aklavik,CA,68.2191,-135.0107,-31.31,100,39,0.34,scattered clouds
216,Ixtapa,MX,20.7,-105.2,74.43,73,0,6.91,clear sky
217,Yendi,GH,9.4427,-0.0099,75.47,12,7,4.72,clear sky
218,Makueni,KE,-1.8041,37.6203,58.5,85,84,2.95,broken clouds
219,Saint-Leu,RE,-21.15,55.2833,79.66,81,14,6.78,few clouds
220,Tuktoyaktuk,CA,69.4541,-133.0374,-32.8,68,20,0.0,few clouds
221,Hengshui,CN,37.7322,115.7011,50.9,14,1,4.47,clear sky
222,Sola,VU,-13.8833,167.55,88.47,70,75,2.3,broken clouds
223,Bijapur,IN,16.8333,75.7,76.6,54,4,9.31,clear sky
224,Nokaneng,BW,-19.6667,22.2667,68.4,87,100,5.95,overcast clouds
225,Manali,IN,13.1667,80.2667,80.69,66,75,16.93,broken clouds
226,Mae Ramat,TH,16.984,98.5166,79.81,28,16,2.13,few clouds
227,Rocha,UY,-34.4833,-54.3333,67.32,96,0,1.88,clear sky
228,Itaituba,BR,-4.2761,-55.9836,71.64,100,100,2.17,overcast clouds
229,Zhaoyang,CN,42.682,126.0305,23.16,91,100,1.32,light snow
230,Tucurui,BR,-3.7661,-49.6725,71.69,95,97,1.63,overcast clouds
231,Ukiah,US,39.1502,-123.2078,43.11,51,0,3.44,clear sky
232,Pandan,PH,14.0453,124.1694,77.54,86,93,20.11,overcast clouds
233,Sinnamary,GF,5.3833,-52.95,74.3,89,59,3.02,broken clouds
234,Mataram,ID,-8.5833,116.1167,83.21,85,100,4.54,overcast clouds
235,Norman Wells,CA,65.282,-126.8329,-9.36,77,40,10.36,scattered clouds
236,Fortuna,US,40.5982,-124.1573,42.66,80,0,0.0,clear sky
237,Tyssedal,NO,60.1165,6.562,35.87,99,100,2.82,overcast clouds
238,Bilma,NE,18.6853,12.9164,60.98,24,100,11.07,overcast clouds
239,Faya,SA,18.3851,42.4509,50.52,53,35,3.71,scattered clouds
240,Svetlyy,RU,54.675,20.1347,39.25,76,10,17.54,clear sky
241,Hailar,CN,49.2,119.7,11.95,91,100,7.94,light snow
242,Mariental,NA,-24.6333,17.9667,75.96,24,41,10.87,scattered clouds
243,Luganville,VU,-15.5333,167.1667,80.53,83,100,2.62,moderate rain
244,Vila Velha,BR,-20.3297,-40.2925,75.15,90,40,3.44,scattered clouds
245,Iguape,BR,-24.7081,-47.5553,74.53,89,95,4.76,overcast clouds
246,Ames,US,42.0347,-93.6199,2.17,73,0,4.61,clear sky
247,Dingle,PH,10.9995,122.6711,81.64,78,93,16.8,overcast clouds
248,Tiznit,MA,29.5833,-9.5,50.31,28,72,21.36,broken clouds
249,Poroshkovo,UA,48.6683,22.7533,29.01,95,100,1.83,light snow
250,Sioux Lookout,CA,50.1001,-91.917,-11.13,77,0,6.91,clear sky
251,Piranhas,BR,-16.4269,-51.8222,71.91,93,100,0.63,overcast clouds
252,Sartana,UA,47.1744,37.6927,36.66,98,100,3.42,overcast clouds
253,Bethel,US,41.3712,-73.414,43.48,80,75,1.01,broken clouds
254,Japura,ID,-0.3167,102.35,74.32,97,100,3.02,overcast clouds
255,Sangar,RU,63.9242,127.4739,-44.03,96,84,2.91,broken clouds
256,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,70.66,95,66,2.75,broken clouds
257,Bonavista,CA,48.6499,-53.1147,30.69,87,100,9.55,overcast clouds
258,Saint-Georges,GD,12.0564,-61.7485,71.28,88,20,0.0,few clouds
259,Meulaboh,ID,4.1363,96.1285,83.39,71,96,1.86,overcast clouds
260,Kendari,ID,-3.945,122.4989,78.84,89,100,1.5,light rain
261,Zanesville,US,39.9404,-82.0132,30.79,86,100,10.36,light snow
262,Lavrentiya,RU,65.5833,-171.0,27.63,96,100,6.02,overcast clouds
263,Beruwala,LK,6.4788,79.9828,78.78,77,100,15.7,overcast clouds
264,Olavarria,AR,-36.8927,-60.3225,66.52,58,0,3.15,clear sky
265,Kodiak,US,57.79,-152.4072,38.71,100,100,8.05,light rain
266,Yeppoon,AU,-23.1333,150.7333,89.38,52,47,10.65,scattered clouds
267,Buraydah,SA,26.326,43.975,59.45,55,37,11.97,scattered clouds
268,Chokurdakh,RU,70.6333,147.9167,8.6,95,100,8.97,light snow
269,Vardo,NO,70.3705,31.1107,26.58,93,75,8.05,broken clouds
270,Sobolevo,RU,54.4299,31.8996,29.66,95,100,12.84,overcast clouds
271,Kununurra,AU,-15.7667,128.7333,91.38,66,100,5.75,overcast clouds
272,Moree,AU,-29.4667,149.85,82.58,63,82,3.98,broken clouds
273,Owando,CG,-0.4819,15.8999,67.51,95,62,2.15,broken clouds
274,Bud,US,39.447,-86.1758,23.02,82,100,8.39,overcast clouds
275,Gilbues,BR,-9.8317,-45.3439,76.37,58,82,1.57,broken clouds
276,Santo Tomas,PH,14.1079,121.1414,81.55,78,100,12.66,overcast clouds
277,Ucluelet,CA,48.9329,-125.5528,39.09,82,100,4.7,overcast clouds
278,Novoagansk,RU,61.9449,76.6625,8.83,96,100,7.07,overcast clouds
279,Krasnaya Polyana,RU,56.242,51.1442,24.48,92,100,13.49,overcast clouds
280,Bundibugyo,UG,0.7414,30.0417,69.08,57,65,3.65,broken clouds
281,Sassandra,CI,4.95,-6.0833,75.97,91,55,4.41,broken clouds
282,Adwa,ET,14.1646,38.8955,58.78,59,7,2.46,clear sky
283,Dalvik,IS,65.9702,-18.5286,28.33,91,99,18.59,snow
284,Hamilton,US,39.1834,-84.5333,29.64,91,100,12.66,light snow
285,Babu,CN,24.4167,111.5167,67.03,39,0,6.46,clear sky
286,Foumban,CM,5.7291,10.9001,63.88,61,58,0.85,broken clouds
287,Barceloneta,PR,18.4505,-66.5385,78.24,89,19,16.67,few clouds
288,Paamiut,GL,61.994,-49.6678,16.68,91,100,16.33,light snow
289,Bracciano,IT,42.1031,12.1754,40.64,81,5,5.08,clear sky
290,Buin,CL,-33.7333,-70.75,76.73,66,4,1.54,clear sky
291,La Ronge,CA,55.1001,-105.2842,-10.95,77,0,6.91,clear sky
292,Sardarshahr,IN,28.4333,74.4833,59.86,61,0,10.25,clear sky
293,Lieksa,FI,63.3167,30.0167,29.82,95,100,14.97,light snow
294,Soyo,AO,-6.1349,12.3689,78.6,83,100,7.11,overcast clouds
295,Yaan,NG,7.3833,8.5667,79.12,73,96,8.48,overcast clouds
296,Rio Gallegos,AR,-51.6226,-69.2181,50.05,50,0,10.36,clear sky
297,Bokoro,TD,12.3807,17.0568,72.5,15,2,6.62,clear sky
298,Abu Samrah,SY,35.3029,37.1841,42.35,91,100,12.28,overcast clouds
299,Yumen,CN,40.2833,97.2,24.06,29,89,1.43,overcast clouds
300,Nanortalik,GL,60.1432,-45.2371,22.55,84,100,8.72,light snow
301,Mezen,RU,65.8522,44.24,22.42,94,100,13.27,light snow
302,Sertania,BR,-8.0736,-37.2644,69.89,77,79,5.12,broken clouds
303,Sao Filipe,CV,14.8961,-24.4956,70.32,72,28,6.76,scattered clouds
304,Trincomalee,LK,8.5711,81.2335,75.38,96,100,20.47,moderate rain
305,Sikonge,TZ,-5.6333,32.7667,61.02,91,54,1.34,light rain
306,Nsanje,MW,-16.92,35.262,73.53,93,88,2.13,overcast clouds
307,Priargunsk,RU,50.3691,119.1012,1.89,92,100,1.7,overcast clouds
308,San Marcos De Colon,HN,13.4333,-86.8,60.51,78,15,7.56,few clouds
309,Nabire,ID,-3.3667,135.4833,83.75,74,75,5.37,broken clouds
310,Malakal,SS,9.5334,31.6605,75.18,24,4,5.26,clear sky
311,Izhma,RU,65.0083,53.9113,13.12,91,100,12.77,overcast clouds
312,Kaeo,NZ,-35.1,173.7833,72.32,93,100,21.12,light rain
313,Tecoanapa,MX,16.5167,-98.75,76.41,78,3,5.86,clear sky
314,Kyra,RU,49.5776,111.9753,11.43,65,16,22.84,few clouds
315,Asau,RO,46.4333,26.4,25.72,91,100,4.94,overcast clouds
316,Nara,JP,34.6851,135.8049,46.96,45,17,5.84,few clouds
317,Renqiu,CN,38.6989,116.0936,47.41,17,2,1.88,clear sky
318,Turukhansk,RU,65.8167,87.9833,1.74,84,100,13.94,overcast clouds
319,The Valley,AI,18.217,-63.0578,76.1,78,7,21.77,clear sky
320,Lamu,KE,-2.2717,40.902,77.22,88,54,7.05,broken clouds
321,Maceio,BR,-9.6658,-35.7353,74.64,100,75,9.22,mist
322,Port-Gentil,GA,-0.7193,8.7815,78.73,77,100,8.9,overcast clouds
323,Tolmachevo,RU,54.9824,82.7363,12.18,92,100,6.71,overcast clouds
324,Jaisalmer,IN,26.9147,70.9181,59.31,43,0,12.71,clear sky
325,Abha,SA,18.2164,42.5053,50.25,76,0,5.75,clear sky
326,Yerbogachen,RU,61.2767,108.0108,-15.27,97,65,5.5,broken clouds
327,Half Moon Bay,US,37.4636,-122.4286,49.91,46,0,5.75,clear sky
328,Roma,US,43.2128,-75.4557,27.82,92,100,0.0,overcast clouds
329,Gamba,GA,-2.65,10.0,72.48,89,100,3.02,overcast clouds
330,Port Lincoln,AU,-34.7333,135.8667,69.28,56,2,9.78,clear sky
331,Itarema,BR,-2.9248,-39.9167,77.38,85,18,7.47,few clouds
332,Jalu,LY,29.0331,21.5482,49.15,70,0,12.01,clear sky
333,Atar,MR,20.5169,-13.0499,61.0,29,100,6.38,overcast clouds
334,Guerrero Negro,MX,27.9769,-114.0611,58.68,69,44,6.76,scattered clouds
335,Berdigestyakh,RU,62.0989,126.6992,-27.85,93,62,3.71,broken clouds
336,Caiaponia,BR,-16.9567,-51.8103,69.1,92,100,2.33,light rain
337,Emirdag,TR,39.0197,31.15,27.27,94,96,6.76,light snow
338,Laguna,US,38.421,-121.4238,48.29,41,0,13.8,clear sky
339,Payakumbuh,ID,-0.2202,100.6308,76.95,83,100,3.4,overcast clouds
340,Forest Hills,US,42.9595,-85.4898,10.98,61,100,3.44,overcast clouds
341,Swindon,GB,51.558,-1.7812,43.36,89,75,11.5,broken clouds
342,Tazovskiy,RU,67.4667,78.7,1.85,96,100,8.37,overcast clouds
343,Broome,US,42.2506,-75.833,29.86,82,100,4.61,mist
344,Smithers,CA,54.7804,-127.1743,14.32,67,100,0.0,overcast clouds
345,Nyimba,ZM,-14.5566,30.8149,67.71,96,95,2.77,overcast clouds
346,Omboue,GA,-1.5746,9.2618,75.56,88,100,5.73,overcast clouds
347,Bayji,IQ,34.9311,43.487,49.55,96,20,6.91,light rain
348,Mecca,SA,21.4267,39.8261,71.31,82,14,1.28,few clouds
349,Muli,MV,2.9167,73.5667,80.11,75,62,7.76,broken clouds
350,Qaqortoq,GL,60.7167,-46.0333,18.9,86,100,13.58,light snow
351,Caravelas,BR,-17.7125,-39.2481,73.33,88,31,4.74,scattered clouds
352,Onokhoy,RU,51.932,108.0747,13.75,79,43,15.48,scattered clouds
353,Cooma,AU,-36.2333,149.1333,73.06,57,58,6.22,broken clouds
354,Mae Chan,TH,20.1467,99.8526,76.68,41,4,1.74,clear sky
355,Highland,US,34.1283,-117.2086,53.96,77,75,8.05,broken clouds
356,Matagami,CA,49.7502,-77.6328,-25.49,68,0,0.0,clear sky
357,Hay River,CA,60.8156,-115.7999,-11.22,84,40,6.91,scattered clouds
358,Daokou,CN,35.5639,114.5058,53.87,18,0,0.85,clear sky
359,Borogontsy,RU,62.6683,131.1683,-39.87,94,94,3.11,overcast clouds
360,Tocopilla,CL,-22.092,-70.1979,70.43,82,99,0.72,overcast clouds
361,Esmeraldas,BR,-19.7625,-44.3139,70.66,96,86,4.12,overcast clouds
362,Luderitz,NA,-26.6481,15.1594,58.82,95,3,5.66,clear sky
363,Christchurch,NZ,-43.5333,172.6333,78.42,72,100,14.97,light rain
364,Mayo,US,38.8876,-76.5119,50.5,85,0,8.05,clear sky
365,Buena Vista,US,43.4203,-83.8986,8.89,69,0,9.22,clear sky
366,Bintulu,MY,3.1667,113.0333,79.21,83,20,4.61,light rain
367,Eureka,US,40.8021,-124.1637,42.93,79,0,3.0,clear sky
368,Mizdah,LY,31.4451,12.9801,39.24,84,0,8.88,clear sky
369,Imbituba,BR,-28.24,-48.6703,73.24,93,92,8.08,overcast clouds
370,Bundaberg,AU,-24.85,152.35,86.22,75,76,5.01,broken clouds
371,Lakes Entrance,AU,-37.8811,147.981,70.16,74,94,7.25,overcast clouds
372,Kasongo,CD,-4.45,26.6667,62.13,97,18,2.51,few clouds
373,Verkh-Usugli,RU,52.7,115.1667,11.1,71,99,7.31,overcast clouds
374,Harper,LR,4.375,-7.7169,78.46,83,75,4.63,broken clouds
375,Ambunti,PG,-4.2365,142.8448,85.64,67,100,4.61,overcast clouds
376,Nileshwar,IN,12.25,75.1,80.67,69,99,6.31,overcast clouds
377,Risor,NO,58.7206,9.2342,35.01,61,100,11.41,overcast clouds
378,Oberriet,CH,47.3199,9.5661,34.83,95,75,7.0,broken clouds
379,Nuuk,GL,64.1835,-51.7216,14.72,92,100,16.58,light snow
380,Auki,SB,-8.7676,160.7034,83.62,73,99,6.44,overcast clouds
381,Xapuri,BR,-10.6517,-68.5044,70.52,99,100,2.55,overcast clouds
382,Zherdevka,RU,51.8486,41.4606,24.3,98,76,6.89,broken clouds
383,Sukhoy Log,RU,56.9094,62.0296,22.77,89,100,10.89,overcast clouds
384,San Quintin,MX,30.4833,-115.95,52.41,86,96,10.13,overcast clouds
385,Mastic Beach,US,40.7668,-72.8521,45.77,92,0,10.0,clear sky
386,Zavitinsk,RU,50.1167,129.45,-1.41,89,85,2.66,overcast clouds
387,Ilo,PE,-17.6394,-71.3375,71.89,91,100,2.3,overcast clouds
388,Pochutla,MX,15.7432,-96.4661,76.82,73,0,3.69,clear sky
389,Bubaque,GW,11.2833,-15.8333,76.37,48,63,15.43,broken clouds
390,Dongfeng,CN,42.6403,125.5118,25.12,86,100,6.55,overcast clouds
391,Marawi,PH,7.9986,124.2928,81.66,59,20,7.09,few clouds
392,Saint-Joseph,RE,-21.3667,55.6167,79.18,82,33,6.46,scattered clouds
393,Ruteng,ID,-8.6136,120.4721,74.12,72,100,2.77,overcast clouds
394,Alofi,NU,-19.0595,-169.9187,82.29,78,75,9.22,moderate rain
395,Kurumkan,RU,54.3,110.3,7.9,78,70,2.66,broken clouds
396,Antalaha,MG,-14.9003,50.2788,79.72,79,50,4.54,scattered clouds
397,Tilichiki,RU,60.4667,166.1,10.81,95,54,3.87,broken clouds
398,Angouleme,FR,45.65,0.15,40.15,95,100,5.75,overcast clouds
399,Paita,PE,-5.0892,-81.1144,73.22,82,96,4.52,overcast clouds
400,Shentala,RU,54.45,51.4833,18.86,93,100,15.08,overcast clouds
401,Muisne,EC,0.6,-80.0333,76.51,89,32,6.71,light rain
402,Huarmey,PE,-10.0681,-78.1522,71.46,83,100,6.53,overcast clouds
403,Mazagao,BR,-0.115,-51.2894,73.09,97,98,2.53,moderate rain
404,Bereda,ES,43.2686,-7.5406,26.15,100,17,0.76,few clouds
405,Graciano Sanchez,MX,23.9167,-99.2833,72.55,78,19,7.43,few clouds
406,Rapid Valley,US,44.0625,-103.1463,9.14,76,3,11.01,clear sky
407,Ukmerge,LT,55.25,24.75,35.67,98,100,13.38,heavy intensity rain
408,Sampit,ID,-2.5333,112.95,82.36,84,82,4.03,broken clouds
409,Ponta Delgada,PT,37.7333,-25.6667,56.12,76,75,9.22,broken clouds
410,Cabral,DO,18.25,-71.2167,71.64,79,7,4.0,clear sky
411,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,6.94,98,100,3.22,light snow
412,Samborondon,EC,-1.95,-79.7333,80.98,78,97,2.93,light rain
413,Pemba,MZ,-12.974,40.5178,79.5,94,20,4.61,few clouds
414,Wajir,KE,1.7471,40.0573,76.96,73,0,9.22,clear sky
415,Tezu,IN,27.9167,96.1667,78.8,17,0,3.89,clear sky
416,Juba,SS,4.8517,31.5825,74.3,38,26,2.86,scattered clouds
417,Pangody,RU,65.85,74.4859,-9.98,100,98,7.96,overcast clouds
418,Pabrade,LT,55.0,25.7833,33.26,97,100,12.44,light snow
419,Basco,PH,20.4487,121.9702,70.56,65,2,23.42,clear sky
420,Chateau-Gontier,FR,47.8333,-0.7,41.72,94,4,5.21,clear sky
421,De-Kastri,RU,51.4667,140.7833,1.72,76,100,3.27,overcast clouds
422,Lenger,KZ,42.183,69.8839,31.44,87,100,4.32,overcast clouds
423,Koutiala,ML,12.3917,-5.4642,67.98,10,57,8.7,broken clouds
424,Taunggyi,MM,20.7833,97.0333,74.86,39,30,1.86,scattered clouds
425,Umm Lajj,SA,25.0213,37.2685,73.17,87,43,13.38,scattered clouds
426,Honggang,CN,46.4667,124.8667,13.06,67,100,2.95,overcast clouds
427,Sistranda,NO,63.7256,8.834,35.56,61,99,26.35,light rain
428,Sept-Iles,CA,50.2001,-66.3821,1.4,76,75,10.36,broken clouds
429,Nkan,GA,0.3833,9.7833,71.37,95,100,3.36,overcast clouds
430,Carmen,MX,18.6333,-91.8333,78.84,83,75,11.5,broken clouds
431,Pavilosta,LV,56.8879,21.1859,37.31,74,85,18.86,overcast clouds
432,Keith,GB,57.5363,-2.9481,45.57,73,76,23.15,broken clouds
433,Kidal,ML,18.4411,1.4078,57.88,12,61,9.98,broken clouds
434,Desna,UA,50.9273,30.7605,30.2,91,100,9.37,overcast clouds
435,Kirakira,SB,-10.4544,161.9205,82.2,78,100,6.49,overcast clouds
436,Albury,AU,-36.0833,146.9167,88.32,35,9,5.75,clear sky
437,Aksha,RU,50.2814,113.2867,13.14,63,52,19.98,broken clouds
438,Monrovia,LR,6.3005,-10.7969,77.34,87,59,0.34,broken clouds
439,Caohai,CN,26.8661,104.2841,55.45,40,4,5.95,clear sky
440,Bataipora,BR,-22.2953,-53.2711,70.92,97,100,6.13,light rain
441,Waddan,LY,29.1614,16.139,42.76,82,0,6.11,clear sky
442,Nong Chik,TH,6.8436,101.178,80.26,76,100,13.87,overcast clouds
443,Saldanha,ZA,-33.0117,17.9442,59.05,83,1,5.73,clear sky
444,Khalkhal,IR,37.6189,48.5258,31.05,98,100,4.41,snow
445,Ambon,ID,-3.6954,128.1814,89.74,62,20,4.61,few clouds
446,Sarab,IR,38.6066,44.9883,31.32,93,100,0.0,overcast clouds
447,Buala,SB,-8.145,159.5921,85.42,65,86,7.11,overcast clouds
448,Saint-Paul,RE,-21.0096,55.2707,80.71,80,21,0.96,few clouds
449,Kizukuri,JP,40.8061,140.3861,28.53,70,100,18.61,light snow
450,Bucerias,MX,20.75,-105.3333,75.18,73,0,6.91,clear sky
451,Sahaswan,IN,28.0833,78.75,60.06,70,0,11.83,clear sky
452,Biloela,AU,-24.4167,150.5,93.76,36,77,15.66,broken clouds
453,Katherine,AU,-14.4667,132.2667,89.92,62,75,8.05,broken clouds
